Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
thermal_mid_link,-0.0145095853939805,-1.2490009027033E-16,-0.000205896581585291,0,0,0,0.00669340810937031,1.16216180432527E-06,2.93274136693415E-22,3.13479076129757E-08,1.05738941594964E-06,6.90857268614516E-22,1.10037585843868E-06,0,0,0,0,0,0,package://husky_nctu_description/meshes/thermal_mid_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/thermal_mid_link.STL,,ThermalSensor_plate-5,thermal_mid_link,Axis_thermal_mid_joint,thermal_mid_joint,fixed,0.501660942148102,0.0647500000000111,0.291812142757714,0,-0.261799387799144,0,base_link,0,0,0,,,,,,,,,,,,
r1_link,-6.38575442715728E-05,0,-0.0615,0,0,0,0.0198988486215255,1.06801995572949E-05,1.90934898311857E-21,5.68873914513424E-22,1.06909404032696E-05,1.27129192990406E-21,2.13412916876322E-05,0,0,0,0,0,0,package://husky_nctu_description/meshes/r1_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/r1_link.STL,,Respeaker_plate_ver2-1,r1_link,Axis_r1_joint,r1_joint,fixed,0.265000000000003,-0.247499999999997,0.362325,0,0,0,base_link,0,0,0,,,,,,,,,,,,
r2_link,-6.38575442715728E-05,-5.55111512312578E-17,0.1015,0,0,0,0.0198988486215255,1.06801995572949E-05,-1.96104777140314E-21,4.99548952174519E-22,1.06909404032696E-05,-5.85891799603369E-21,2.13412916876322E-05,0,0,0,0,0,0,package://husky_nctu_description/meshes/r2_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/r2_link.STL,,Respeaker_plate_ver2-1,r2_link,Axis_r2_joint,r2_joint,fixed,0.265000000000003,-0.247499999999997,0.402324999999999,3.14159265358979,0,0,base_link,0,0,0,,,,,,,,,,,,
r5_link,5.55111512312578E-17,0,-0.088,0,0,0,9.10670967545051E-06,2.26860629692224E-09,-1.12685865887113E-25,6.80652538133073E-25,2.26860629692224E-09,-4.65561640292669E-25,7.42750229073436E-10,0,0,0,0,0,0,package://husky_nctu_description/meshes/r5_link.STL,1,0,0,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/r5_link.STL,,HFSB5_2020_50-2,r5_link,Axis_r5_joint,r5_joint,fixed,0.264999999999997,0.247500000000003,0.362325,0,0,0,base_link,0,0,0,,,,,,,,,,,,
r6_link,-6.38575442715728E-05,-5.55111512312578E-17,0.1015,0,0,0,0.0198988486215255,1.06801995572949E-05,1.51519259295761E-21,4.96885654591068E-22,1.06909404032696E-05,-5.8642917888849E-21,2.13412916876323E-05,0,0,0,0,0,0,package://husky_nctu_description/meshes/r6_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/r6_link.STL,,Respeaker_plate_ver2-2,r6_link,Axis_r6_joint,r6_joint,fixed,0.264999999999997,0.247500000000003,0.402324999999999,3.14159265358979,0,0,base_link,0,0,0,,,,,,,,,,,,
r3_link,-6.38575442715728E-05,-3.91505295762471E-17,-0.0614999999999999,0,0,0,0.0198988486215255,1.06801995572949E-05,1.40239987165341E-21,-1.80010928758727E-21,1.06909404032696E-05,4.99743123810546E-21,2.13412916876323E-05,0,0,0,0,0,0,package://husky_nctu_description/meshes/r3_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/r3_link.STL,,Respeaker_plate_ver2-3,r3_link,Axis_r3_joint,r3_joint,fixed,-0.28,0,0.362325,0,0,0,base_link,0,0,0,,,,,,,,,,,,
r4_link,-6.38575442716283E-05,5.72083796770911E-17,0.1015,0,0,0,0.0198988486215255,1.06801995572949E-05,-1.415072863225E-21,1.8000840440383E-21,1.06909404032696E-05,4.99743123810546E-21,2.13412916876323E-05,0,0,0,0,0,0,package://husky_nctu_description/meshes/r4_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/r4_link.STL,,Respeaker_plate_ver2-3,r4_link,Axis_r4_joint,r4_joint,fixed,-0.28,0,0.402324999999999,-3.14159265358979,0,0,base_link,0,0,0,,,,,,,,,,,,
uwb_right_back_link,-0.000764754558266755,-0.00849759633869029,-0.00538090990202766,0,0,0,0.0154767110221341,9.52014318052735E-06,1.12979331151077E-08,1.5020271632585E-08,1.43427907273399E-05,-1.816151874697E-08,5.97094914341189E-06,0,0,0,0,0,0,package://husky_nctu_description/meshes/uwb_right_back_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/uwb_right_back_link.STL,,UWB_mount_FL&MR-2,uwb_right_back_link,Axis_uwb_right_back_joint,uwb_right_back_joint,fixed,0.0301229907734729,-0.3085,0.34993617934125,0,0,-3.14159265358978,base_link,0,0,0,,,,,,,,,,,,
uwb_right_front_link,-0.000764754558266689,-0.00849759633869035,0.00395434669329331,0,0,0,0.0154767110221341,9.54425369620142E-06,1.12979331151023E-08,-1.69408973997532E-07,1.43669012430139E-05,-1.76621576957199E-08,5.97094914341189E-06,0,0,0,0,0,0,package://husky_nctu_description/meshes/uwb_right_front_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/uwb_right_front_link.STL,,UWB_mount_FR&ML-3,uwb_right_front_link,Axis_uwb_right_front_joint,uwb_right_front_joint,fixed,0.38571528722843,-0.273879121180545,0.348625671466703,-3.14159265358979,0,0.785398163397462,base_link,0,0,0,,,,,,,,,,,,
uwb_left_front_link,-0.000764754558266717,-0.00849759633869029,-0.00538090990202783,0,0,0,0.015476711022134,9.52014318052726E-06,1.12979331151074E-08,1.50202716325759E-08,1.43427907273398E-05,-1.81615187469666E-08,5.9709491434119E-06,0,0,0,0,0,0,package://husky_nctu_description/meshes/uwb_left_front_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/uwb_left_front_link.STL,,UWB_mount_FL&MR-1,uwb_left_front_link,Axis_uwb_left_front_joint,uwb_left_front_joint,fixed,0.385715287228426,0.273879121180554,0.34993617934125,0,0,-0.785398163397438,base_link,0,0,0,,,,,,,,,,,,
uwb_left_back_link,-0.000764754558266769,-0.00849759633869029,0.00395434669329309,0,0,0,0.015476711022134,9.5442536962014E-06,1.12979331151071E-08,-1.69408973997503E-07,1.43669012430139E-05,-1.76621576957223E-08,5.97094914341187E-06,0,0,0,0,0,0,package://husky_nctu_description/meshes/uwb_left_back_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://husky_nctu_description/meshes/uwb_left_back_link.STL,,UWB_mount_FR&ML-4,uwb_left_back_link,Axis_uwb_left_back_joint,uwb_left_back_joint,fixed,0.0301229907734654,0.3085,0.348625671466703,3.14159265358979,0,-3.14159265358978,base_link,0,0,0,,,,,,,,,,,,
